step,time_s,serve,side,phase,base_x,base_y,base_z,roll_deg,pitch_deg,yaw_deg,angvel_x,angvel_y,angvel_z,qd_absmax,act_absmax,act_argmax_joint,qdes_absmax,nan,fallen,ball_x,ball_y,ball_z,q:left_hip_pitch_joint,q:right_hip_pitch_joint,q:waist_yaw_joint,q:left_hip_roll_joint,q:right_hip_roll_joint,q:waist_roll_joint,q:left_hip_yaw_joint,q:right_hip_yaw_joint,q:waist_pitch_joint,q:left_knee_joint,q:right_knee_joint,q:left_shoulder_pitch_joint,q:right_shoulder_pitch_joint,q:left_ankle_pitch_joint,q:right_ankle_pitch_joint,q:left_shoulder_roll_joint,q:right_shoulder_roll_joint,q:left_ankle_roll_joint,q:right_ankle_roll_joint,q:left_shoulder_yaw_joint,q:right_shoulder_yaw_joint,q:left_elbow_joint,q:right_elbow_joint,q:left_wrist_roll_joint,q:right_wrist_roll_joint,q:left_wrist_pitch_joint,q:right_wrist_pitch_joint,q:left_wrist_yaw_joint,q:right_wrist_yaw_joint,qd:left_hip_pitch_joint,qd:right_hip_pitch_joint,qd:waist_yaw_joint,qd:left_hip_roll_joint,qd:right_hip_roll_joint,qd:waist_roll_joint,qd:left_hip_yaw_joint,qd:right_hip_yaw_joint,qd:waist_pitch_joint,qd:left_knee_joint,qd:right_knee_joint,qd:left_shoulder_pitch_joint,qd:right_shoulder_pitch_joint,qd:left_ankle_pitch_joint,qd:right_ankle_pitch_joint,qd:left_shoulder_roll_joint,qd:right_shoulder_roll_joint,qd:left_ankle_roll_joint,qd:right_ankle_roll_joint,qd:left_shoulder_yaw_joint,qd:right_shoulder_yaw_joint,qd:left_elbow_joint,qd:right_elbow_joint,qd:left_wrist_roll_joint,qd:right_wrist_roll_joint,qd:left_wrist_pitch_joint,qd:right_wrist_pitch_joint,qd:left_wrist_yaw_joint,qd:right_wrist_yaw_joint,act:left_hip_pitch_joint,act:right_hip_pitch_joint,act:waist_yaw_joint,act:left_hip_roll_joint,act:right_hip_roll_joint,act:waist_roll_joint,act:left_hip_yaw_joint,act:right_hip_yaw_joint,act:waist_pitch_joint,act:left_knee_joint,act:right_knee_joint,act:left_shoulder_pitch_joint,act:right_shoulder_pitch_joint,act:left_ankle_pitch_joint,act:right_ankle_pitch_joint,act:left_shoulder_roll_joint,act:right_shoulder_roll_joint,act:left_ankle_roll_joint,act:right_ankle_roll_joint,act:left_shoulder_yaw_joint,act:right_shoulder_yaw_joint,act:left_elbow_joint,act:right_elbow_joint,act:left_wrist_roll_joint,act:right_wrist_roll_joint,act:left_wrist_pitch_joint,act:right_wrist_pitch_joint,act:left_wrist_yaw_joint,act:right_wrist_yaw_joint
20,0.4,1,FH,swing,-1.648,-0.0123,0.7679,4.84,-6.55,18.17,0.121,-0.432,0.42,1.644,5.743,right_shoulder_yaw_joint,1.657,0,0,-0.2,-0.328,2.01,-0.1222,-0.1107,0.6582,-0.2625,-0.3309,0.3534,-0.5145,-0.3072,-0.2556,0.3211,0.6273,0.1125,-0.0464,-0.0573,-0.3553,-0.249,-0.3647,-0.0937,0.171,0.0352,-1.3227,0.6689,1.5624,0.171,-1.2376,-0.0291,0.4499,0.2772,-0.1901,-0.0323,-0.1644,0.4261,-0.1299,-0.0924,1.4253,-0.5427,-0.2296,-0.4984,0.1413,0.7072,-0.1875,-0.0727,0.32,-0.1093,0.0175,-0.8403,0.4663,-0.0485,0.0913,-0.8001,-0.3823,-0.1984,0.0205,-1.6436,0.3422,0.671,-0.0,0.0675,0.9999,-0.9491,2.5034,-0.4053,-1.6128,0.3234,-2.8869,-0.8669,-0.0865,0.495,0.6953,-1.1806,0.1843,1.4268,-0.4144,-2.1589,-0.7385,-0.222,1.0013,0.119,-5.7427,0.1798,4.6266,0.6816,-5.3517,-0.0707,2.1113,1.1125,-0.6057
21,0.42,1,FH,swing,-1.6537,-0.0162,0.7666,4.84,-7.08,18.62,0.153,-0.445,0.379,1.601,5.847,right_shoulder_yaw_joint,1.663,0,0,-0.234,-0.326,2.009,-0.123,-0.1143,0.6654,-0.2654,-0.3329,0.3806,-0.5245,-0.3111,-0.2641,0.3246,0.642,0.1086,-0.046,-0.0514,-0.3581,-0.2489,-0.3805,-0.0847,0.17,0.0369,-1.3403,0.6613,1.5586,0.1708,-1.2724,-0.0223,0.464,0.2774,-0.1894,-0.0397,-0.1781,0.3002,-0.1306,-0.0993,1.3229,-0.4718,-0.1749,-0.3705,0.1903,0.7411,-0.1927,0.1061,0.2719,-0.1394,-0.0142,-0.7574,0.2811,-0.0473,0.077,-0.9096,-0.3629,-0.1687,-0.0228,-1.6009,0.31,0.6456,0.0133,0.0875,0.9788,-0.9561,2.5287,-0.4212,-1.6293,0.3284,-2.8926,-0.8637,-0.0589,0.5146,0.7044,-1.1845,0.1704,1.3972,-0.4802,-2.1436,-0.7237,-0.1155,1.0034,0.1346,-5.8471,0.1686,4.6524,0.6753,-5.4631,-0.0545,2.1542,1.1155,-0.5842
22,0.44,1,FH,swing,-1.6593,-0.0203,0.7653,4.87,-7.61,19.0,0.184,-0.398,0.302,1.574,5.931,right_shoulder_yaw_joint,1.672,0,0,-0.267,-0.323,2.004,-0.124,-0.1184,0.6704,-0.2679,-0.3349,0.4048,-0.5331,-0.3137,-0.2705,0.3285,0.657,0.1049,-0.0438,-0.0462,-0.3612,-0.2496,-0.3955,-0.08,0.1687,0.0387,-1.3585,0.6542,1.5543,0.1701,-1.3074,-0.0163,0.4799,0.2777,-0.1887,-0.0686,-0.258,0.1724,-0.1089,-0.0938,1.0352,-0.3825,-0.0847,-0.3028,0.139,0.7324,-0.1465,-0.1482,0.2722,-0.1564,-0.0325,-0.7813,0.1324,-0.1313,0.1252,-0.9661,-0.3596,-0.2728,-0.0377,-1.5744,0.2705,0.9827,0.0282,0.2745,0.9568,-0.9569,2.5633,-0.4247,-1.6474,0.3593,-2.8974,-0.8657,-0.0421,0.5261,0.7076,-1.1824,0.1751,1.371,-0.5292,-2.117,-0.7059,-0.0176,0.9942,0.1501,-5.9313,0.1563,4.6898,0.671,-5.5649,-0.0423,2.2092,1.1223,-0.5555
23,0.46,1,FH,swing,-1.6646,-0.0247,0.764,4.92,-8.09,19.28,0.172,-0.411,0.234,1.296,6.036,right_shoulder_yaw_joint,1.681,0,0,-0.3,-0.321,1.996,-0.1252,-0.1235,0.673,-0.2694,-0.3362,0.4225,-0.5402,-0.315,-0.2763,0.3313,0.6713,0.1022,-0.0515,-0.0413,-0.3642,-0.2506,-0.4126,-0.0778,0.1661,0.0411,-1.3806,0.6476,1.5505,0.1692,-1.3373,-0.0112,0.4993,0.2785,-0.1807,-0.0194,-0.2052,0.1137,-0.0379,-0.0263,0.8655,-0.3521,-0.0749,-0.2675,0.1636,0.698,-0.1357,-0.3218,0.21,-0.1307,-0.0751,-0.856,0.0359,-0.0919,0.081,-1.1524,-0.2763,-0.0457,-0.0434,-1.2956,0.2358,0.6931,0.0344,0.392,0.9396,-0.9564,2.5881,-0.4114,-1.6783,0.427,-2.8801,-0.8572,-0.02,0.5542,0.7103,-1.1753,0.1969,1.3439,-0.5764,-2.1027,-0.6785,0.099,0.9715,0.1616,-6.0361,0.1428,4.7237,0.6744,-5.6846,-0.022,2.2873,1.1177,-0.512
24,0.48,1,FH,swing,-1.6697,-0.0291,0.7627,4.95,-8.65,19.48,0.192,-0.448,0.139,1.297,6.138,right_shoulder_yaw_joint,1.691,0,0,-0.333,-0.318,1.983,-0.1249,-0.127,0.6751,-0.27,-0.3362,0.4391,-0.5462,-0.3159,-0.2806,0.3355,0.685,0.0999,-0.0565,-0.0382,-0.3666,-0.2527,-0.4282,-0.0747,0.1635,0.0422,-1.4058,0.6425,1.5518,0.1686,-1.3642,-0.0062,0.5129,0.2788,-0.1713,0.0249,-0.1752,0.0761,-0.0106,0.0144,0.7242,-0.2666,-0.0102,-0.1945,0.1915,0.6574,-0.0892,-0.3707,0.1489,-0.1074,-0.1167,-0.7405,0.1499,-0.1817,0.06,-1.204,-0.2445,0.0756,-0.0231,-1.2966,0.2333,0.8159,0.0116,0.5253,0.9067,-0.9539,2.619,-0.4169,-1.7003,0.4828,-2.861,-0.8473,0.0011,0.5777,0.7237,-1.1731,0.198,1.313,-0.6452,-2.0863,-0.6636,0.2209,0.9584,0.1753,-6.138,0.1357,4.7625,0.674,-5.807,-0.0046,2.3364,1.1158,-0.4758
25,0.5,1,FH,swing,-1.6746,-0.0336,0.7614,5.0,-9.23,19.56,0.216,-0.481,0.059,1.312,6.242,right_shoulder_yaw_joint,1.699,0,0,-0.366,-0.316,1.967,-0.1241,-0.1303,0.6767,-0.2704,-0.3358,0.4516,-0.5507,-0.3153,-0.2838,0.3403,0.6982,0.0982,-0.0646,-0.0364,-0.3689,-0.2555,-0.4422,-0.0674,0.1601,0.0431,-1.431,0.6382,1.5547,0.1682,-1.3921,-0.0014,0.5291,0.2788,-0.1607,0.0801,-0.1235,0.0853,-0.0024,0.0446,0.5962,-0.2123,0.0368,-0.1353,0.2569,0.6406,-0.072,-0.3109,0.0621,-0.1057,-0.1662,-0.6349,0.3697,-0.141,0.0182,-1.2272,-0.1796,0.2131,-0.0171,-1.3123,0.2262,0.648,-0.0068,0.4649,0.8744,-0.9442,2.6418,-0.4194,-1.7238,0.548,-2.8382,-0.838,0.0194,0.6041,0.7407,-1.1753,0.1921,1.2863,-0.7148,-2.0747,-0.6518,0.3438,0.9423,0.1834,-6.2423,0.1285,4.7974,0.6693,-5.9243,0.0139,2.3813,1.1134,-0.4436
26,0.52,1,FH,swing,-1.6793,-0.0381,0.7601,5.07,-9.87,19.56,0.253,-0.507,-0.012,1.465,6.334,right_shoulder_yaw_joint,1.708,0,0,-0.398,-0.313,1.947,-0.1221,-0.1325,0.6783,-0.2709,-0.335,0.4618,-0.5541,-0.3138,-0.2855,0.3463,0.711,0.0971,-0.0708,-0.0363,-0.3712,-0.2592,-0.4535,-0.0553,0.1568,0.0433,-1.4555,0.6349,1.5592,0.1678,-1.4214,0.0033,0.5432,0.2786,-0.1519,0.1209,-0.0955,0.0797,-0.0177,0.0531,0.4344,-0.16,0.0924,-0.0708,0.2954,0.62,-0.0441,-0.3077,-0.0036,-0.1079,-0.2,-0.5097,0.614,-0.177,-0.0014,-1.1139,-0.1378,0.218,-0.0256,-1.4648,0.2256,0.7148,-0.0161,0.3593,0.8357,-0.9294,2.6655,-0.4266,-1.7439,0.6103,-2.8203,-0.8352,0.0359,0.6266,0.7568,-1.1856,0.1814,1.2567,-0.7888,-2.0586,-0.6476,0.4567,0.928,0.187,-6.3343,0.1232,4.832,0.6596,-6.0301,0.0315,2.4222,1.1163,-0.4173
27,0.54,1,FH,swing,-1.6839,-0.0427,0.7587,5.17,-10.54,19.49,0.273,-0.534,-0.066,1.404,6.421,right_shoulder_yaw_joint,1.714,0,0,-0.431,-0.311,1.923,-0.1194,-0.1341,0.6799,-0.2717,-0.334,0.4692,-0.5569,-0.3116,-0.2862,0.3531,0.7235,0.0964,-0.0764,-0.0378,-0.3736,-0.2635,-0.4627,-0.039,0.1537,0.0428,-1.4789,0.6327,1.5639,0.1669,-1.4514,0.008,0.556,0.2783,-0.1447,0.1594,-0.0609,0.0676,-0.0233,0.0639,0.3317,-0.1458,0.1133,-0.0243,0.3372,0.6013,-0.0182,-0.2444,-0.0898,-0.1104,-0.2217,-0.4104,0.7954,-0.1501,-0.0377,-1.1238,-0.0878,0.2308,-0.0495,-1.4044,0.224,0.5497,-0.0086,0.35,0.8018,-0.91,2.6926,-0.4295,-1.7694,0.6785,-2.7975,-0.8318,0.0504,0.6597,0.7728,-1.1982,0.1622,1.2278,-0.8647,-2.0468,-0.6361,0.57,0.91,0.1886,-6.4211,0.117,4.856,0.6516,-6.1301,0.0545,2.4677,1.1177,-0.3804
28,0.56,1,FH,swing,-1.6884,-0.0472,0.7574,5.27,-11.24,19.36,0.288,-0.562,-0.118,1.392,6.503,right_shoulder_yaw_joint,1.719,0,0,-0.463,-0.308,1.895,-0.116,-0.135,0.6811,-0.2723,-0.3327,0.4751,-0.5589,-0.3091,-0.286,0.361,0.7355,0.0961,-0.0809,-0.0412,-0.3759,-0.2681,-0.4697,-0.019,0.1508,0.0417,-1.5016,0.6314,1.5683,0.1656,-1.4807,0.013,0.5657,0.2782,-0.1383,0.1841,-0.0291,0.0553,-0.0177,0.0759,0.2701,-0.094,0.1273,0.0209,0.3855,0.5827,-0.003,-0.202,-0.1714,-0.1054,-0.2322,-0.3038,0.9599,-0.1374,-0.068,-1.0675,-0.0429,0.1999,-0.0646,-1.3916,0.2412,0.4188,-0.0057,0.2851,0.7672,-0.8874,2.7192,-0.4334,-1.7946,0.7432,-2.7752,-0.8324,0.0658,0.697,0.7876,-1.2132,0.1432,1.1995,-0.9383,-2.0352,-0.6255,0.6789,0.891,0.1886,-6.5026,0.109,4.8764,0.643,-6.2261,0.0809,2.5178,1.1182,-0.3407
29,0.58,1,FH,swing,-1.693,-0.0518,0.756,5.37,-11.98,19.18,0.294,-0.59,-0.149,1.38,6.575,right_shoulder_yaw_joint,1.723,0,0,-0.496,-0.306,1.863,-0.1123,-0.1353,0.682,-0.2729,-0.3313,0.4801,-0.5601,-0.3065,-0.285,0.3698,0.7471,0.096,-0.0848,-0.0458,-0.3781,-0.2727,-0.4749,0.0036,0.1482,0.04,-1.5231,0.6308,1.5719,0.1641,-1.5096,0.0185,0.5735,0.2781,-0.1328,0.1973,0.0013,0.0399,-0.0146,0.0837,0.2335,-0.0573,0.1223,0.0532,0.4345,0.5664,0.001,-0.181,-0.2214,-0.0959,-0.2303,-0.2137,1.0742,-0.1324,-0.0926,-0.9972,-0.0089,0.1625,-0.0772,-1.3802,0.2679,0.3477,-0.0071,0.245,0.7311,-0.8676,2.7477,-0.4413,-1.8177,0.8015,-2.7541,-0.8391,0.0835,0.7361,0.7985,-1.2328,0.1232,1.1661,-1.0149,-2.0225,-0.6162,0.7801,0.873,0.1872,-6.5749,0.1006,4.8932,0.6334,-6.3166,0.1106,2.5722,1.1185,-0.2985
30,0.6,1,FH,swing,-1.6976,-0.0564,0.7545,5.46,-12.75,18.98,0.291,-0.614,-0.161,1.344,6.636,right_shoulder_yaw_joint,1.726,0,0,-0.528,-0.303,1.828,-0.1085,-0.135,0.6827,-0.2735,-0.3297,0.4846,-0.5609,-0.3044,-0.2837,0.3797,0.7585,0.0958,-0.0884,-0.0512,-0.3801,-0.2772,-0.4785,0.0278,0.1456,0.0378,-1.543,0.6309,1.5746,0.1623,-1.5379,0.0245,0.5802,0.2779,-0.1273,0.1953,0.0247,0.0281,-0.0161,0.086,0.2139,-0.0449,0.0978,0.0638,0.4826,0.5539,-0.007,-0.1655,-0.2462,-0.0844,-0.2174,-0.1581,1.141,-0.1271,-0.1128,-0.9265,0.0152,0.119,-0.0896,-1.3441,0.2985,0.314,-0.0087,0.2655,0.6942,-0.8556,2.7785,-0.4551,-1.8397,0.8535,-2.7327,-0.853,0.1055,0.7778,0.804,-1.2583,0.1004,1.1251,-1.0983,-2.0087,-0.607,0.8748,0.8568,0.1839,-6.6362,0.0931,4.9045,0.6222,-6.4007,0.1442,2.6316,1.1196,-0.2527
31,0.62,1,FH,swing,-1.7024,-0.0609,0.753,5.54,-13.53,18.78,0.282,-0.631,-0.16,1.283,6.685,right_shoulder_yaw_joint,1.727,0,0,-0.559,-0.301,1.789,-0.105,-0.1344,0.6832,-0.2741,-0.3281,0.4888,-0.5615,-0.3028,-0.2824,0.3905,0.7696,0.0953,-0.0917,-0.0569,-0.3819,-0.2813,-0.4814,0.0531,0.1431,0.0353,-1.5613,0.6313,1.5764,0.1602,-1.5652,0.0313,0.5867,0.2778,-0.1212,0.1794,0.0366,0.0232,-0.0201,0.0832,0.2072,-0.0432,0.0624,0.0587,0.5279,0.5465,-0.0286,-0.1577,-0.2577,-0.0729,-0.1921,-0.1302,1.1789,-0.1298,-0.1289,-0.8527,0.0311,0.0751,-0.1033,-1.2831,0.3328,0.3161,-0.0072,0.3013,0.6563,-0.8531,2.8108,-0.4753,-1.8615,0.8983,-2.7095,-0.8762,0.1325,0.8242,0.803,-1.291,0.0727,1.0758,-1.1904,-1.9934,-0.5994,0.9659,0.8422,0.1784,-6.6852,0.0873,4.9099,0.6082,-6.4772,0.1829,2.6956,1.1216,-0.2038
32,0.64,1,FH,swing,-1.7074,-0.0654,0.7513,5.61,-14.33,18.59,0.266,-0.643,-0.152,1.22,6.72,right_shoulder_yaw_joint,1.728,0,0,-0.591,-0.299,1.746,-0.102,-0.1337,0.6836,-0.2749,-0.3267,0.493,-0.5625,-0.3022,-0.2813,0.4023,0.7807,0.0943,-0.0949,-0.063,-0.3834,-0.2847,-0.4838,0.079,0.1406,0.0325,-1.5779,0.632,1.5775,0.1578,-1.591,0.0389,0.5936,0.2777,-0.1143,0.1661,0.0343,0.0311,-0.0326,0.0809,0.21,-0.1031,0.0244,0.0397,0.5642,0.5486,-0.0631,-0.1583,-0.2939,-0.0627,-0.1544,-0.1177,1.2202,-0.127,-0.1413,-0.7576,0.039,0.043,-0.1219,-1.2155,0.3725,0.3557,-0.0023,0.342,0.6181,-0.8609,2.8432,-0.5034,-1.8857,0.9334,-2.6802,-0.9131,0.1652,0.8802,0.792,-1.3323,0.0406,1.0187,-1.2928,-1.977,-0.5945,1.0558,0.8277,0.1705,-6.7202,0.0836,4.9106,0.5889,-6.5446,0.2273,2.7623,1.1262,-0.1533
33,0.66,1,FH,swing,-1.7126,-0.0699,0.7494,5.64,-15.12,18.43,0.24,-0.651,-0.127,1.207,6.739,right_shoulder_yaw_joint,1.726,0,0,-0.622,-0.296,1.7,-0.0995,-0.1331,0.6841,-0.2759,-0.3253,0.4972,-0.5646,-0.3025,-0.2809,0.4151,0.7919,0.0924,-0.0983,-0.0697,-0.3848,-0.2872,-0.4861,0.1052,0.1381,0.0294,-1.5921,0.6328,1.578,0.1548,-1.6153,0.0474,0.6015,0.2779,-0.1066,0.1178,0.0287,0.0279,-0.0371,0.0684,0.2152,-0.1041,-0.0384,0.0159,0.6256,0.5559,-0.115,-0.1672,-0.2967,-0.0547,-0.1053,-0.1097,1.2074,-0.1286,-0.1509,-0.6409,0.0456,0.0173,-0.1513,-1.1378,0.4184,0.4091,0.0099,0.3763,0.5786,-0.8825,2.8755,-0.5358,-1.9116,0.9579,-2.6453,-0.9663,0.2039,0.9515,0.768,-1.3851,-0.0009,0.9498,-1.41,-1.9576,-0.5965,1.1449,0.8126,0.1606,-6.7392,0.0831,4.9053,0.5643,-6.6055,0.2804,2.8352,1.1313,-0.0996
34,0.68,1,FH,swing,-1.7181,-0.0744,0.7474,5.63,-15.91,18.35,0.198,-0.665,-0.066,1.057,6.74,right_shoulder_yaw_joint,1.723,0,0,-0.653,-0.294,1.65,-0.0987,-0.1325,0.6843,-0.2768,-0.3243,0.5016,-0.5663,-0.3049,-0.2811,0.4296,0.8032,0.0892,-0.1018,-0.0753,-0.3861,-0.2887,-0.4882,0.1274,0.1355,0.0261,-1.6037,0.6337,1.5779,0.1511,-1.6378,0.0571,0.6106,0.2783,-0.0982,0.0335,0.0369,0.0111,-0.0273,0.0503,0.2288,-0.0736,-0.145,-0.0147,0.7179,0.5609,-0.1899,-0.1791,-0.2337,-0.0536,-0.049,-0.103,0.9826,-0.1371,-0.1606,-0.5062,0.0555,-0.0071,-0.1902,-1.0574,0.478,0.4699,0.0216,0.4105,0.5374,-0.9285,2.9082,-0.5715,-1.9412,0.9702,-2.5965,-1.0427,0.2524,1.0517,0.721,-1.455,-0.0564,0.8553,-1.5529,-1.9321,-0.6111,1.2332,0.7944,0.1479,-6.7401,0.0881,4.8936,0.5343,-6.6681,0.3469,2.9204,1.1353,-0.0401
35,0.7,1,FH,swing,-1.7239,-0.0789,0.7451,5.54,-16.69,18.37,0.132,-0.682,0.012,0.996,6.72,right_wrist_roll_joint,1.718,0,0,-0.684,-0.292,1.597,-0.1002,-0.1317,0.684,-0.2774,-0.3235,0.5065,-0.567,-0.31,-0.2822,0.4469,0.8144,0.0842,-0.1057,-0.0803,-0.3875,-0.2889,-0.4902,0.1461,0.1325,0.0226,-1.6122,0.635,1.5775,0.1464,-1.659,0.0684,0.6211,0.2789,-0.0889,-0.0853,0.049,-0.007,-0.0111,0.0381,0.2546,-0.0242,-0.2828,-0.0589,0.8649,0.5633,-0.2852,-0.1957,-0.2056,-0.0557,0.0144,-0.0993,0.8346,-0.1378,-0.1734,-0.3546,0.0725,-0.0273,-0.2363,-0.996,0.5622,0.5503,0.0277,0.4586,0.4972,-1.011,2.931,-0.6173,-1.9876,0.9509,-2.5141,-1.1629,0.3178,1.2129,0.6366,-1.5524,-0.1267,0.734,-1.7368,-1.902,-0.6458,1.3225,0.7743,0.1327,-6.7114,0.1085,4.8728,0.4903,-6.7202,0.4348,3.0085,1.1403,0.0182
36,0.72,1,FH,swing,-1.73,-0.0834,0.7426,5.33,-17.46,18.57,0.029,-0.702,0.147,1.13,6.756,right_wrist_roll_joint,1.709,0,0,-0.715,-0.289,1.54,-0.1055,-0.1303,0.6826,-0.2776,-0.3232,0.5119,-0.5657,-0.3193,-0.2846,0.4693,0.8256,0.0769,-0.11,-0.0856,-0.389,-0.2877,-0.4922,0.1634,0.1296,0.0188,-1.6169,0.6369,1.5768,0.1403,-1.6785,0.0821,0.6331,0.2796,-0.0787,-0.2849,0.0816,-0.0682,0.0109,0.0145,0.2804,0.0884,-0.5046,-0.1126,1.1296,0.5603,-0.4191,-0.2168,-0.2122,-0.0604,0.0858,-0.0918,0.7765,-0.1514,-0.1862,-0.1614,0.1173,-0.0396,-0.3115,-0.9138,0.6875,0.6158,0.0358,0.4969,0.4534,-1.1358,2.9345,-0.671,-2.0485,0.8994,-2.3945,-1.3358,0.4086,1.4384,0.5201,-1.684,-0.2054,0.5814,-1.9644,-1.8678,-0.7025,1.4109,0.7557,0.1131,-6.6601,0.145,4.8343,0.4321,-6.7558,0.5483,3.107,1.1473,0.0711
37,0.74,1,FH,swing,-1.7364,-0.0879,0.7398,4.96,-18.2,19.04,-0.108,-0.727,0.328,1.483,6.772,right_wrist_roll_joint,1.694,0,0,-0.745,-0.287,1.48,-0.1162,-0.1281,0.6791,-0.2772,-0.3235,0.5176,-0.5612,-0.3344,-0.2882,0.4989,0.8368,0.0665,-0.1148,-0.092,-0.3908,-0.285,-0.494,0.1805,0.1264,0.0147,-1.6175,0.6401,1.5756,0.1323,-1.6957,0.0991,0.6463,0.2806,-0.0677,-0.5517,0.1243,-0.1751,0.0424,-0.0255,0.3027,0.2465,-0.7999,-0.1545,1.4835,0.5688,-0.5991,-0.2502,-0.2461,-0.074,0.1665,-0.0813,0.7852,-0.1697,-0.2004,0.0398,0.1921,-0.0692,-0.4126,-0.7861,0.8594,0.6689,0.0493,0.5264,0.3947,-1.295,2.9204,-0.7243,-2.1204,0.8161,-2.2404,-1.5628,0.5263,1.7311,0.3828,-1.8515,-0.2972,0.3893,-2.2261,-1.8274,-0.7827,1.4946,0.7448,0.0865,-6.5885,0.1987,4.7742,0.3631,-6.7715,0.6903,3.2166,1.158,0.1153
38,0.76,1,FH,swing,-1.7431,-0.0926,0.7365,4.41,-18.84,19.82,-0.253,-0.627,0.582,1.934,6.758,right_wrist_roll_joint,1.69,0,0,-0.776,-0.285,1.416,-0.1349,-0.1261,0.673,-0.2761,-0.3258,0.522,-0.5518,-0.3563,-0.2931,0.5384,0.8489,0.0517,-0.1199,-0.1009,-0.3934,-0.2802,-0.4948,0.1978,0.123,0.0101,-1.6134,0.6453,1.5736,0.1221,-1.71,0.1204,0.6601,0.2821,-0.0565,-1.033,0.0117,-0.2614,0.0665,-0.1689,0.0753,0.5302,-1.1233,-0.274,1.934,0.6584,-0.8249,-0.1818,-0.2631,-0.1291,0.2975,0.0337,0.8077,-0.1922,-0.221,0.2996,0.308,-0.0861,-0.5221,-0.6846,1.0807,0.6517,0.071,0.5185,0.2943,-1.4727,2.8806,-0.7412,-2.1794,0.7397,-2.0856,-1.8108,0.6462,2.0405,0.2695,-2.0336,-0.3983,0.143,-2.4585,-1.7783,-0.8885,1.5349,0.753,0.0336,-6.5217,0.2677,4.6966,0.305,-6.7583,0.843,3.3341,1.1807,0.1165
39,0.78,1,FH,swing,-1.7499,-0.0974,0.7328,3.75,-19.35,20.88,-0.343,-0.621,0.701,2.706,6.729,right_wrist_roll_joint,1.682,0,0,-0.805,-0.282,1.349,-0.1608,-0.1257,0.6653,-0.2736,-0.33,0.522,-0.5391,-0.3834,-0.2989,0.5909,0.8626,0.0323,-0.1239,-0.1126,-0.3971,-0.2725,-0.4929,0.2143,0.1195,0.0046,-1.6058,0.653,1.5712,0.1104,-1.7202,0.146,0.6765,0.2845,-0.0469,-1.1243,0.0276,-0.3314,0.2101,-0.1928,-0.0326,0.6066,-1.2905,-0.1821,2.7057,0.6984,-1.0526,-0.1968,-0.2336,-0.1681,0.4366,0.1353,0.7593,-0.1785,-0.2825,0.3978,0.4303,-0.1256,-0.5769,-0.4155,1.2776,0.8889,0.1272,0.4395,0.1704,-1.5812,2.8382,-0.7479,-2.2307,0.6927,-1.9583,-2.0087,0.752,2.3182,0.1999,-2.1683,-0.538,-0.0859,-2.6544,-1.7316,-0.9796,1.5641,0.7969,-0.0236,-6.4701,0.3158,4.5993,0.2779,-6.7287,0.9942,3.4174,1.1942,0.0793
40,0.8,1,FH,swing,-1.7566,-0.1024,0.729,3.06,-19.87,21.91,-0.323,-0.646,0.651,3.002,6.684,right_wrist_roll_joint,1.671,0,0,-0.835,-0.28,1.279,-0.183,-0.1248,0.6563,-0.2671,-0.3347,0.5212,-0.5248,-0.4114,-0.3004,0.6541,0.8769,0.0099,-0.13,-0.1278,-0.4018,-0.262,-0.4894,0.2272,0.1183,-0.0023,-1.5971,0.6622,1.5669,0.0991,-1.7251,0.175,0.6965,0.2875,-0.0407,-0.8572,0.0835,-0.4693,0.4239,-0.2649,-0.0349,0.6909,-1.3625,0.0799,3.0022,0.6996,-1.1546,-0.3223,-0.7437,-0.1661,0.5696,0.2027,0.5603,-0.0531,-0.356,0.3804,0.4757,-0.2093,-0.5259,-0.1034,1.421,1.1748,0.1409,0.3174,0.0966,-1.6102,2.8285,-0.7377,-2.3002,0.6609,-1.8508,-2.1657,0.8216,2.5712,0.127,-2.2368,-0.71,-0.2,-2.7842,-1.6735,-1.0426,1.6402,0.838,-0.0547,-6.3937,0.3366,4.5354,0.2542,-6.6836,1.1273,3.4314,1.1853,0.0503
41,0.82,1,FH,swing,-1.7635,-0.1074,0.7252,2.41,-20.39,22.86,-0.285,-0.609,0.586,3.032,6.629,right_wrist_roll_joint,1.657,0,0,-0.864,-0.278,1.205,-0.1991,-0.1231,0.6456,-0.2568,-0.3417,0.5205,-0.5095,-0.4408,-0.2972,0.719,0.8904,-0.0131,-0.1381,-0.1473,-0.4048,-0.2496,-0.4854,0.2367,0.1187,-0.0101,-1.5869,0.6711,1.5611,0.089,-1.7249,0.2057,0.7175,0.2896,-0.0374,-0.5924,0.0531,-0.5104,0.588,-0.3794,-0.0563,0.7319,-1.3928,0.2687,3.032,0.6489,-1.125,-0.3969,-0.8782,-0.1088,0.649,0.2076,0.4088,0.0421,-0.3794,0.5166,0.4356,-0.2594,-0.4656,0.0719,1.4751,1.0779,0.0759,0.1479,0.0339,-1.5497,2.8298,-0.6911,-2.332,0.6901,-1.7851,-2.2563,0.8241,2.7043,0.1149,-2.2565,-0.8814,-0.2696,-2.8372,-1.6207,-1.1016,1.7139,0.8697,-0.0786,-6.3122,0.3344,4.5105,0.2428,-6.6289,1.2304,3.4087,1.157,0.0238
