step,time_s,serve,side,phase,base_x,base_y,base_z,roll_deg,pitch_deg,yaw_deg,angvel_x,angvel_y,angvel_z,qd_absmax,act_absmax,act_argmax_joint,qdes_absmax,nan,fallen,ball_x,ball_y,ball_z,q:left_hip_pitch_joint,q:right_hip_pitch_joint,q:waist_yaw_joint,q:left_hip_roll_joint,q:right_hip_roll_joint,q:waist_roll_joint,q:left_hip_yaw_joint,q:right_hip_yaw_joint,q:waist_pitch_joint,q:left_knee_joint,q:right_knee_joint,q:left_shoulder_pitch_joint,q:right_shoulder_pitch_joint,q:left_ankle_pitch_joint,q:right_ankle_pitch_joint,q:left_shoulder_roll_joint,q:right_shoulder_roll_joint,q:left_ankle_roll_joint,q:right_ankle_roll_joint,q:left_shoulder_yaw_joint,q:right_shoulder_yaw_joint,q:left_elbow_joint,q:right_elbow_joint,q:left_wrist_roll_joint,q:right_wrist_roll_joint,q:left_wrist_pitch_joint,q:right_wrist_pitch_joint,q:left_wrist_yaw_joint,q:right_wrist_yaw_joint,qd:left_hip_pitch_joint,qd:right_hip_pitch_joint,qd:waist_yaw_joint,qd:left_hip_roll_joint,qd:right_hip_roll_joint,qd:waist_roll_joint,qd:left_hip_yaw_joint,qd:right_hip_yaw_joint,qd:waist_pitch_joint,qd:left_knee_joint,qd:right_knee_joint,qd:left_shoulder_pitch_joint,qd:right_shoulder_pitch_joint,qd:left_ankle_pitch_joint,qd:right_ankle_pitch_joint,qd:left_shoulder_roll_joint,qd:right_shoulder_roll_joint,qd:left_ankle_roll_joint,qd:right_ankle_roll_joint,qd:left_shoulder_yaw_joint,qd:right_shoulder_yaw_joint,qd:left_elbow_joint,qd:right_elbow_joint,qd:left_wrist_roll_joint,qd:right_wrist_roll_joint,qd:left_wrist_pitch_joint,qd:right_wrist_pitch_joint,qd:left_wrist_yaw_joint,qd:right_wrist_yaw_joint,act:left_hip_pitch_joint,act:right_hip_pitch_joint,act:waist_yaw_joint,act:left_hip_roll_joint,act:right_hip_roll_joint,act:waist_roll_joint,act:left_hip_yaw_joint,act:right_hip_yaw_joint,act:waist_pitch_joint,act:left_knee_joint,act:right_knee_joint,act:left_shoulder_pitch_joint,act:right_shoulder_pitch_joint,act:left_ankle_pitch_joint,act:right_ankle_pitch_joint,act:left_shoulder_roll_joint,act:right_shoulder_roll_joint,act:left_ankle_roll_joint,act:right_ankle_roll_joint,act:left_shoulder_yaw_joint,act:right_shoulder_yaw_joint,act:left_elbow_joint,act:right_elbow_joint,act:left_wrist_roll_joint,act:right_wrist_roll_joint,act:left_wrist_pitch_joint,act:right_wrist_pitch_joint,act:left_wrist_yaw_joint,act:right_wrist_yaw_joint
4494,89.88,46,FH,swing,-1.7077,0.0631,0.7512,6.43,-17.25,-28.68,0.358,-0.714,-0.042,1.38,5.866,right_shoulder_yaw_joint,1.467,0,0,-0.641,-0.182,1.689,0.0361,0.0537,-0.2971,0.0486,0.2011,0.493,0.4618,1.3326,-0.0627,0.551,0.4179,0.1316,-0.1065,-0.3388,-0.2176,0.9413,-0.613,0.1894,0.1183,-0.8188,1.4374,0.2205,1.2287,0.5169,-0.5466,-1.0749,0.5307,0.4863,0.3294,-0.0506,-0.5413,-0.223,0.2707,0.22,-0.2742,1.0142,-0.7167,-0.1055,0.5447,1.3803,0.9045,0.3216,-0.2805,-0.1066,0.5886,-0.5291,0.094,-0.0402,-0.5427,0.4719,-0.3586,0.4826,-0.115,-0.8587,-0.3149,0.5109,1.3144,0.0964,-0.3504,0.3951,-0.6255,1.8582,0.2526,0.8401,0.8661,4.7776,0.6507,-0.3525,1.3884,-0.2351,-1.0174,-2.6468,-0.0798,3.6556,-1.9805,1.2002,0.2538,-3.0995,5.8662,-1.2264,2.9763,1.9411,-2.4681,-4.4617,2.2816,2.3813,1.4101
4495,89.9,46,FH,swing,-1.7174,0.0621,0.7485,7.37,-17.72,-29.02,0.516,-0.798,0.009,1.946,5.929,right_shoulder_yaw_joint,1.482,0,0,-0.671,-0.183,1.634,0.0354,0.035,-0.2968,0.0562,0.2067,0.4859,0.4904,1.3085,-0.0658,0.5629,0.4565,0.1491,-0.0992,-0.3449,-0.2288,0.952,-0.6223,0.1908,0.1151,-0.8279,1.4476,0.2141,1.24,0.5131,-0.5634,-1.0832,0.5401,0.5129,0.3344,0.015,-0.9962,0.0478,0.3331,0.1453,-0.4321,1.4805,-1.4264,-0.0984,0.5901,1.9464,0.8155,0.3893,-0.2775,-0.4486,0.4716,-0.4515,0.0278,-0.1897,-0.3857,0.4924,-0.293,0.5979,-0.223,-0.7726,-0.4216,0.4406,1.2388,0.3019,-0.5275,0.3437,-0.4429,2.121,0.2211,1.0317,1.1174,4.4816,0.8073,-0.463,1.9356,-0.1289,-0.9514,-2.7602,-0.3371,3.5416,-2.028,1.2563,0.3632,-3.112,5.9289,-1.241,3.0231,1.8603,-2.5014,-4.5433,2.2343,2.4501,1.5017
4496,89.92,46,FH,swing,-1.7278,0.061,0.7448,8.64,-18.22,-29.54,0.743,-0.991,-0.082,3.347,5.947,right_shoulder_yaw_joint,1.487,0,0,-0.702,-0.184,1.576,0.0382,0.0051,-0.2888,0.0659,0.2103,0.4743,0.5332,1.2665,-0.0676,0.5758,0.5199,0.1653,-0.0908,-0.349,-0.2357,0.961,-0.6302,0.1911,0.1076,-0.833,1.4586,0.2088,1.2525,0.5055,-0.5784,-1.0943,0.5462,0.5373,0.344,0.2349,-1.4848,0.4271,0.4307,-0.1237,-0.6665,2.1895,-2.4293,0.0335,0.6725,3.3472,0.7668,0.4433,-0.1407,-0.1318,0.3839,-0.4173,-0.0346,-0.3021,-0.1756,0.5435,-0.2488,0.6066,-0.4276,-0.675,-0.5714,0.2272,1.1344,0.5275,-0.7007,0.306,-0.235,2.4422,0.2149,1.26,1.4604,4.0975,0.9785,-0.6066,2.6177,-0.0436,-0.9292,-2.9513,-0.6584,3.3779,-2.0566,1.3007,0.5116,-3.1576,5.9471,-1.2487,2.9988,1.7378,-2.4815,-4.6034,2.1061,2.4729,1.6076
4497,89.94,46,FH,swing,-1.7386,0.0599,0.7402,10.03,-18.79,-30.21,0.673,-1.021,-0.13,4.636,5.936,right_shoulder_yaw_joint,1.484,0,0,-0.732,-0.185,1.514,0.0459,-0.0302,-0.2745,0.0819,0.2103,0.4633,0.5891,1.2079,-0.0657,0.5916,0.6142,0.1799,-0.0808,-0.3482,-0.2561,0.965,-0.6406,0.1905,0.1107,-0.8358,1.4692,0.2054,1.2635,0.4925,-0.5896,-1.107,0.5452,0.5577,0.358,0.408,-1.6176,0.6761,0.8648,-0.2411,-0.3893,2.6748,-2.9649,0.2115,0.8482,4.6359,0.658,0.5426,0.165,-0.9919,-0.0228,-0.6708,-0.0702,0.2372,-0.1273,0.4812,-0.1104,0.4903,-0.7052,-0.4517,-0.606,-0.1773,0.9153,0.7393,-0.8316,0.282,-0.0621,2.6958,0.1824,1.3821,1.8431,3.7977,1.0606,-0.6802,3.269,0.0631,-0.9251,-3.0244,-0.9,3.2108,-2.0706,1.2785,0.667,-3.1325,5.9361,-1.2747,2.952,1.6641,-2.4227,-4.6084,1.9053,2.4786,1.654
4498,89.96,46,FH,swing,-1.7495,0.0591,0.7353,11.25,-19.37,-30.79,0.501,-0.923,-0.062,5.445,5.896,right_shoulder_yaw_joint,1.474,0,0,-0.762,-0.185,1.449,0.0554,-0.066,-0.2566,0.1055,0.2066,0.4599,0.6497,1.1449,-0.0614,0.6103,0.7275,0.1936,-0.0686,-0.339,-0.2876,0.9594,-0.657,0.19,0.1234,-0.8361,1.4773,0.2035,1.2722,0.4767,-0.5947,-1.1176,0.5336,0.5734,0.3734,0.4423,-1.5968,0.8202,1.2241,-0.44,0.0664,2.7739,-3.0911,0.2908,0.9734,5.4453,0.6545,0.6689,0.6118,-1.4437,-0.5489,-0.9805,-0.0403,0.6604,0.0192,0.3343,-0.0753,0.3807,-0.7818,-0.1304,-0.4559,-0.7362,0.6893,0.7427,-0.8461,0.2403,0.0502,2.8557,0.1174,1.3172,2.1165,3.6006,1.0754,-0.6069,3.7116,0.1736,-0.9421,-3.0174,-1.1185,3.0267,-1.9956,1.1538,0.7929,-3.1004,5.896,-1.2738,2.9028,1.614,-2.303,-4.5239,1.6515,2.4157,1.6906
4499,89.98,46,FH,swing,-1.7605,0.0585,0.73,12.17,-19.99,-31.07,0.257,-0.837,0.133,5.461,5.883,right_shoulder_yaw_joint,1.471,0,0,-0.792,-0.186,1.381,0.0636,-0.0972,-0.2387,0.134,0.1949,0.4652,0.7053,1.0829,-0.0552,0.6338,0.844,0.2074,-0.0542,-0.327,-0.3247,0.9435,-0.678,0.1904,0.1418,-0.8333,1.4816,0.2015,1.2799,0.4607,-0.5917,-1.1218,0.5098,0.5822,0.3878,0.3364,-1.3039,0.825,1.4424,-0.8408,0.4802,2.4438,-2.9725,0.3671,1.2169,5.4611,0.6767,0.7716,0.6832,-1.6992,-1.0275,-1.1421,0.0212,0.8853,0.1702,0.1372,-0.0854,0.3505,-0.7632,0.2997,-0.0819,-1.3413,0.3208,0.6931,-0.7523,0.1324,0.1058,2.9399,0.0589,1.1044,2.1879,3.4653,1.0736,-0.4113,3.8295,0.2868,-0.9838,-2.9465,-1.2973,2.8319,-1.8506,0.9665,0.8848,-3.0989,5.8832,-1.2379,2.9057,1.5985,-2.1666,-4.4126,1.3994,2.2889,1.7263
4500,90.0,46,FH,swing,-1.7719,0.0582,0.7246,12.73,-20.71,-30.95,-0.028,-0.755,0.334,4.556,5.943,right_shoulder_yaw_joint,1.486,0,0,-0.822,-0.187,1.309,0.067,-0.119,-0.2228,0.1656,0.1729,0.4786,0.7476,1.024,-0.0468,0.6637,0.9451,0.2215,-0.0388,-0.3178,-0.363,0.9188,-0.6997,0.1879,0.1621,-0.8283,1.4835,0.2,1.2891,0.4463,-0.58,-1.1179,0.475,0.5817,0.4014,0.0712,-0.8213,0.7699,1.5916,-1.3057,0.8247,1.7788,-2.7565,0.4636,1.5388,4.5558,0.7087,0.7905,0.5333,-1.7601,-1.3987,-1.0473,-0.1352,0.9466,0.24,0.0521,-0.0469,0.4666,-0.6558,0.7051,0.2951,-1.8308,-0.1504,0.6583,-0.6026,-0.0143,0.1372,2.9552,0.0088,0.8289,2.0572,3.357,1.0559,-0.1367,3.6472,0.4105,-1.0462,-2.8362,-1.4712,2.6509,-1.686,0.7621,0.964,-3.1426,5.9429,-1.1686,2.9695,1.6242,-2.0688,-4.3201,1.2091,2.1612,1.7566
4501,90.02,46,FH,swing,-1.7839,0.0578,0.7188,12.93,-21.52,-30.5,-0.266,-0.667,0.446,2.981,6.067,right_shoulder_yaw_joint,1.517,0,0,-0.851,-0.188,1.234,0.0627,-0.1298,-0.2088,0.1991,0.1413,0.4983,0.7718,0.9695,-0.0364,0.6999,1.016,0.2362,-0.0242,-0.3113,-0.4013,0.8879,-0.7167,0.1768,0.1827,-0.8238,1.4869,0.2003,1.3019,0.4355,-0.5625,-1.1084,0.4338,0.5729,0.4144,-0.3396,-0.3019,0.7521,1.6618,-1.6786,1.0458,0.9344,-2.4866,0.5491,1.8253,2.9814,0.7705,0.6948,0.4319,-1.798,-1.6106,-0.6815,-0.5894,0.9492,0.1809,0.1967,0.073,0.6703,-0.4509,0.9127,0.5245,-2.0324,-0.5142,0.6278,-0.4801,-0.1374,0.1876,2.9336,-0.0445,0.6016,1.8206,3.2386,1.0222,0.1378,3.3587,0.5318,-1.1285,-2.744,-1.6905,2.5005,-1.5679,0.5853,1.0359,-3.2266,6.0673,-1.0939,3.064,1.6751,-2.05,-4.2659,1.1146,2.1034,1.7757
4502,90.04,46,FH,swing,-1.797,0.057,0.7122,12.9,-22.32,-29.93,-0.363,-0.59,0.426,2.189,6.2,right_shoulder_yaw_joint,1.55,0,0,-0.88,-0.189,1.156,0.0487,-0.1312,-0.1942,0.2323,0.104,0.5205,0.7787,0.9204,-0.0251,0.7404,1.0537,0.2524,-0.0125,-0.3047,-0.4428,0.8549,-0.7244,0.1587,0.2029,-0.8223,1.4957,0.2038,1.3179,0.4297,-0.5448,-1.0967,0.3934,0.5611,0.4266,-0.8092,0.0842,0.8485,1.6223,-1.8519,1.0765,0.1595,-2.1888,0.6021,2.008,1.4111,0.8656,0.4879,0.4694,-1.9906,-1.6346,-0.1309,-0.8821,0.9204,-0.0094,0.5182,0.243,0.8032,-0.2009,0.814,0.5777,-1.8809,-0.5765,0.5692,-0.444,-0.1933,0.3128,2.9389,-0.0948,0.5125,1.6248,3.0627,0.9773,0.2963,3.2061,0.6281,-1.2208,-2.7495,-1.9631,2.3859,-1.5402,0.4649,1.0872,-3.3225,6.2001,-1.0626,3.1586,1.731,-2.1362,-4.2676,1.0931,2.1397,1.7996
4503,90.06,46,FH,swing,-1.8118,0.055,0.7038,13.32,-23.21,-29.65,0.014,-0.897,0.319,2.297,6.171,right_shoulder_yaw_joint,1.543,0,0,-0.908,-0.19,1.075,0.0315,-0.1271,-0.1739,0.2573,0.0605,0.527,0.7781,0.8794,-0.0109,0.7815,1.0735,0.2702,-0.0055,-0.2999,-0.4914,0.8293,-0.7133,0.1381,0.2189,-0.8243,1.5107,0.2082,1.3335,0.4286,-0.534,-1.0868,0.3587,0.5529,0.4373,-0.9245,0.2843,1.1679,1.1925,-2.0929,0.0004,-0.0759,-1.7921,0.7574,2.0824,0.7317,0.9539,0.2253,0.3404,-2.2966,-1.1091,0.9467,-0.9665,0.6992,-0.1717,0.817,0.2636,0.6576,0.018,0.3755,0.4294,-1.5458,-0.3246,0.4859,-0.6084,-0.154,0.6,3.2411,-0.062,0.8825,1.7108,2.6635,0.9848,0.0574,3.6888,0.6641,-1.3492,-3.0236,-2.2996,2.2264,-1.7265,0.463,1.0865,-3.4568,6.1708,-1.1569,3.2341,1.6534,-2.2891,-4.373,1.0148,2.2399,1.9056
4504,90.08,46,FH,swing,-1.828,0.0514,0.6938,13.95,-23.87,-29.89,0.144,-0.717,-0.082,2.763,6.025,right_shoulder_yaw_joint,1.506,0,0,-0.937,-0.191,0.991,0.0122,-0.1293,-0.1417,0.2872,0.029,0.5253,0.7825,0.8423,0.0013,0.8229,1.1058,0.2896,-0.003,-0.2835,-0.5498,0.8088,-0.6893,0.1212,0.2298,-0.8328,1.5249,0.2147,1.3426,0.4265,-0.5352,-1.0834,0.3283,0.552,0.4499,-1.0007,-0.1578,1.7334,1.6045,-1.3273,-0.1093,0.2009,-1.9182,0.6268,1.9928,1.7471,1.0053,-0.0119,1.1114,-2.763,-1.0538,1.3183,-0.7458,0.4779,-0.5595,0.6265,0.3903,0.2756,-0.1416,-0.2335,0.063,-1.4168,0.0586,0.636,-0.7684,0.064,0.9138,3.2862,-0.2104,1.2053,2.0915,2.4553,0.8889,-0.143,4.4068,0.7062,-1.3597,-3.2598,-2.624,2.1213,-1.8998,0.4123,1.0843,-3.5151,6.0252,-1.3173,3.1014,1.5802,-2.4387,-4.4515,0.8775,2.4046,2.0003
4505,90.1,46,FH,swing,-1.8453,0.0466,0.6831,14.76,-24.3,-30.65,0.394,-0.686,-0.429,3.274,5.851,right_shoulder_yaw_joint,1.584,0,0,-0.964,-0.192,0.904,-0.005,-0.1403,-0.0961,0.3192,0.0078,0.5232,0.7938,0.8035,0.0097,0.8559,1.1667,0.3096,-0.0036,-0.2505,-0.6161,0.786,-0.6655,0.1073,0.2374,-0.8481,1.5298,0.2219,1.34,0.4217,-0.5474,-1.0852,0.2989,0.5607,0.4652,-0.7812,-0.4771,2.3703,1.5195,-1.0389,-0.0876,0.5259,-2.0194,0.4512,1.451,3.2739,1.0236,-0.1338,1.7452,-3.0763,-1.2609,1.0899,-0.6216,0.3435,-0.8423,0.0698,0.3245,-0.3822,-0.2707,-0.715,-0.1449,-1.438,0.5388,0.749,-0.9025,0.1748,1.1804,3.4034,-0.3252,1.3553,2.5198,2.3149,0.8156,-0.2381,5.1363,0.7356,-1.3379,-3.4818,-2.9399,2.0064,-2.0079,0.3242,1.0663,-3.5785,5.8507,-1.4199,2.8998,1.4681,-2.5349,-4.4483,0.67,2.5214,2.034
4506,90.12,46,FH,swing,-1.8634,0.0411,0.6722,15.86,-24.6,-31.86,0.639,-0.733,-0.659,4.648,5.775,right_shoulder_yaw_joint,1.703,0,0,-0.992,-0.193,0.814,-0.0173,-0.1551,-0.0391,0.3501,-0.01,0.5215,0.8119,0.7646,0.0153,0.8821,1.2571,0.3304,-0.0069,-0.2176,-0.6836,0.7592,-0.6481,0.093,0.2429,-0.8676,1.5232,0.2258,1.3243,0.4126,-0.5656,-1.0877,0.266,0.5757,0.4797,-0.5848,-0.5678,2.8704,1.416,-0.9836,-0.0519,0.7837,-1.9958,0.3107,1.2194,4.6481,1.0692,-0.2594,1.3374,-3.067,-1.4726,0.7012,-0.6863,0.2535,-1.0161,-0.4861,0.1369,-1.0048,-0.5077,-0.9049,-0.1021,-1.6836,0.7785,0.6441,-0.9818,0.0949,1.414,3.4889,-0.4254,1.2892,2.8045,2.2508,0.8109,-0.1268,5.6138,0.791,-1.314,-3.5718,-3.245,1.8346,-2.018,0.1956,1.0567,-3.639,5.7748,-1.4255,2.7609,1.3644,-2.5393,-4.406,0.4762,2.5502,2.0256
4507,90.14,46,FH,swing,-1.8825,0.035,0.6613,17.2,-24.75,-33.32,0.851,-0.697,-0.773,4.914,5.872,right_shoulder_yaw_joint,1.736,0,0,-1.019,-0.193,0.824,-0.0287,-0.1697,0.0252,0.3796,-0.0293,0.5208,0.8323,0.7263,0.0179,0.9062,1.3612,0.3532,-0.0137,-0.1967,-0.7354,0.728,-0.6371,0.0788,0.247,-0.8886,1.5108,0.227,1.3005,0.399,-0.5821,-1.0879,0.2281,0.5907,0.4925,-0.5496,-0.5368,3.2337,1.4371,-1.0428,-0.0219,0.984,-1.9406,0.1255,1.0706,4.9137,1.1908,-0.3928,0.9938,-2.1373,-1.6531,0.4894,-0.5859,0.1967,-1.0396,-0.6105,0.0124,-1.1093,-0.7102,-0.6197,0.0283,-1.949,0.6923,1.7137,-0.9834,-0.0946,1.6839,3.4962,-0.5468,1.0996,2.8595,2.1659,0.8411,0.1794,5.7459,0.8028,-1.3224,-3.5637,-3.6766,1.6073,-1.9486,0.0033,1.0381,-3.746,5.8724,-1.3225,2.7318,1.2938,-2.4741,-4.3101,0.3585,2.5264,2.0314
4508,90.16,46,FH,swing,-1.9028,0.028,0.6499,18.62,-24.73,-34.73,0.946,-0.625,-0.66,4.846,5.862,right_knee_joint,1.766,0,0,-1.045,-0.194,0.897,-0.0434,-0.183,0.0968,0.4103,-0.0511,0.5168,0.8518,0.6844,0.0177,0.9307,1.4482,0.375,-0.0135,-0.1876,-0.7703,0.6953,-0.6249,0.0625,0.2498,-0.9101,1.5043,0.2275,1.2926,0.383,-0.5805,-1.084,0.1847,0.6016,0.5801,-0.8085,-0.544,3.5953,1.5191,-1.0991,-0.3,0.8536,-2.1484,0.1003,1.1841,3.9248,1.08,0.2488,0.3287,-1.5147,-1.6642,0.5899,-0.7861,0.1312,-1.0208,-0.2558,0.0633,-0.1437,-0.7917,0.4376,0.2516,-2.2384,0.4563,4.8461,-1.2482,-0.9893,1.6531,4.0009,0.395,-0.2618,3.6269,2.0463,0.3041,0.3671,5.862,0.6114,-2.8231,-3.9032,-4.2985,1.062,-2.5835,-0.341,0.644,-4.5051,4.9448,-0.4317,-0.6594,-0.1859,-1.9199,-2.9408,-0.4912,2.2174,-1.183
4509,90.18,46,FH,swing,-1.9244,0.0196,0.6377,19.62,-23.31,-36.49,1.541,0.848,-1.171,5.994,5.664,right_knee_joint,1.716,0,0,-1.07,-0.195,0.966,-0.072,-0.2208,0.1814,0.4694,-0.0373,0.5142,0.8897,0.6554,-0.0016,0.9653,1.5333,0.4044,-0.014,-0.1828,-0.7942,0.6568,-0.6529,0.0364,0.2291,-0.9529,1.4902,0.247,1.2113,0.3058,-0.5694,-1.0266,0.1439,0.5952,0.6854,-1.7612,-2.2739,3.91,3.0946,1.1192,-0.3728,1.9989,-1.3839,-1.058,1.6301,4.0452,1.6822,-0.3727,0.4313,-1.0561,-2.2095,-2.4654,-1.3292,-1.1343,-2.4995,-0.9186,1.7101,-5.9937,-4.9262,0.7332,3.8641,-2.319,-0.5104,5.0713,-1.6854,-1.1634,2.0879,3.7165,0.096,-0.8,4.1299,2.3195,0.3301,1.2908,5.6644,0.446,-3.8811,-3.8307,-5.1873,0.4112,-2.9533,-0.5097,0.4605,-5.015,4.7223,0.547,-2.664,-0.9051,-0.9558,-1.9894,-0.8298,1.7148,-2.4857
4510,90.2,46,FH,swing,-1.9479,0.0106,0.6238,21.13,-20.67,-38.1,2.703,1.089,-0.803,10.722,6.263,right_ankle_pitch_joint,1.832,0,0,-1.096,-0.196,1.03,-0.1216,-0.2895,0.2572,0.5225,-0.0241,0.4876,0.9325,0.6416,-0.0239,1.0058,1.5953,0.4327,-0.0361,-0.2114,-0.8706,0.6027,-0.7334,0.0039,0.1921,-1.015,1.478,0.3122,1.0248,0.1793,-0.5216,-0.9144,0.0941,0.5638,0.7744,-2.7067,-4.0327,3.3737,2.2605,0.5181,-1.9274,2.1244,-0.078,-0.6805,1.9545,2.3295,1.1155,-1.7509,-1.9165,-4.3963,-3.1025,-4.7184,-1.5917,-1.7858,-3.2374,-0.4269,4.2652,-10.7224,-6.5099,3.1382,6.098,-2.7454,-1.8161,3.6291,-2.4778,-1.1433,2.7649,3.9664,-0.4066,-0.5832,4.5169,2.195,0.1872,1.937,6.1298,-0.0242,-4.6266,-3.6081,-6.2628,-0.279,-3.4695,-0.3701,0.2146,-5.2675,4.6113,1.4856,-3.5766,-1.4109,-0.1644,-1.7956,-1.1923,1.1483,-2.8564
4511,90.22,46,FH,swing,-1.974,0.0016,0.607,22.91,-17.7,-38.82,2.493,0.783,0.448,12.935,7.426,right_ankle_pitch_joint,1.853,0,0,-1.121,-0.197,1.09,-0.192,-0.4021,0.3164,0.5669,0.0054,0.4409,0.9658,0.6477,-0.0363,1.0541,1.6719,0.4348,-0.0822,-0.2754,-0.9027,0.5303,-0.8439,-0.0149,0.1513,-1.0866,1.4709,0.4329,0.7782,0.0415,-0.4272,-0.7962,0.0223,0.5047,0.7938,-3.6589,-5.8734,2.0122,1.7513,1.902,-2.5528,1.0117,0.4487,-0.0149,2.1946,4.8764,-0.6619,-2.698,-3.3077,-0.4217,-3.952,-5.7842,-0.6062,-1.3072,-3.6518,-0.4571,6.981,-12.9346,-6.5572,5.3304,5.6649,-4.1228,-3.1747,-2.004,-2.7631,-1.2607,3.2008,3.9265,-1.0029,-0.2551,4.7125,1.8621,0.0463,2.7935,6.2115,-0.6181,-5.0034,-3.026,-7.4262,-0.858,-3.6348,-0.5193,0.1372,-5.4145,4.9842,2.0557,-4.2551,-1.6151,0.3542,-1.8786,-1.3746,0.5929,-2.8846
4512,90.24,46,FH,swing,-2.0009,-0.0064,0.5886,24.18,-16.41,-37.21,1.061,-0.114,2.226,8.914,7.91,right_ankle_pitch_joint,1.715,0,0,-1.146,-0.197,1.146,-0.2719,-0.5113,0.3452,0.5976,0.0271,0.3976,0.9685,0.6336,-0.0369,1.1038,1.7671,0.3966,-0.1299,-0.3684,-0.9019,0.4419,-0.9757,-0.0297,0.1292,-1.1672,1.5057,0.5943,0.5595,-0.0797,-0.3251,-0.6989,-0.0295,0.4212,0.704,-3.691,-4.9758,1.2308,1.3833,0.3785,-1.8584,0.0788,-1.3892,0.137,2.322,4.5009,-2.6222,-1.9921,-4.6485,0.2924,-4.6804,-7.1928,-0.6809,-1.0262,-4.0648,3.121,8.3587,-8.9139,-5.3994,4.3796,4.387,-1.5218,-4.2794,-5.9306,-2.3414,-1.4256,3.1862,4.1412,-0.3875,0.0552,4.6815,1.474,0.2298,2.9378,5.6589,-0.9945,-5.2323,-2.9908,-7.9098,-0.9117,-3.803,-0.6984,-0.0799,-5.5056,5.4868,2.3282,-4.7542,-1.4008,0.5958,-1.9172,-1.3459,0.3981,-3.2068
4513,90.26,46,FH,swing,-2.0276,-0.0136,0.5688,24.35,-17.03,-34.84,-0.833,-0.7,2.219,10.124,7.67,right_ankle_pitch_joint,1.576,0,0,-1.171,-0.198,1.197,-0.3218,-0.5887,0.3683,0.6506,0.042,0.3865,0.9855,0.5857,-0.0255,1.1375,1.8481,0.3477,-0.1772,-0.4717,-0.8892,0.3698,-1.1363,-0.0579,0.1008,-1.2224,1.5841,0.7446,0.3748,-0.1774,-0.2319,-0.6667,-0.0664,0.3491,0.5416,-2.0327,-3.319,0.9279,3.0636,0.6101,0.0823,1.3671,-3.2289,0.6428,0.3255,3.8098,-2.0948,-2.6159,-5.7067,0.8299,-2.0853,-8.2536,-1.7491,-1.4426,-1.2864,3.8924,6.3594,-9.6279,-4.7326,4.8236,-0.1102,-2.4376,-2.7608,-10.1235,-1.7533,-1.4163,3.6148,4.2108,0.2469,0.4531,4.6034,0.644,0.411,2.5485,5.1026,-0.9543,-5.3492,-2.7744,-7.6703,-0.8554,-3.762,-0.6239,-0.3177,-5.3967,6.0195,2.3273,-4.7007,-1.1422,0.8215,-2.1904,-1.3055,0.3463,-3.7094
4514,90.28,46,FH,swing,-2.0542,-0.0209,0.5479,22.73,-19.33,-32.01,-2.875,-1.065,2.029,11.419,6.908,right_ankle_pitch_joint,1.458,0,0,-1.195,-0.199,1.244,-0.348,-0.6332,0.3937,0.7261,0.0622,0.4193,1.0186,0.4974,-0.0154,1.1081,1.9112,0.293,-0.2343,-0.5676,-0.8659,0.3255,-1.2987,-0.085,0.0649,-1.2474,1.6977,0.8624,0.2086,-0.2355,-0.1582,-0.648,-0.0975,0.2911,0.314,-1.1844,-1.6326,1.5262,3.9572,0.9147,2.4815,1.6337,-5.2086,0.2084,-2.3371,2.7582,-3.1441,-2.6863,-4.2087,1.0268,-2.369,-7.6768,-1.1503,-1.8575,-1.5972,7.1396,5.457,-6.6451,-1.6365,2.299,1.6962,-0.5352,-3.0435,-11.4192,-1.1532,-1.4302,3.8434,4.219,0.9629,0.9668,4.6078,0.103,0.6293,1.5714,4.6188,-0.7286,-5.4236,-2.8145,-6.9076,-0.6614,-3.8182,-0.6085,-0.5436,-5.0853,5.8301,2.3118,-4.5032,-0.8858,1.0222,-2.0369,-1.0686,0.3917,-4.2469
4515,90.3,46,FH,swing,-2.0809,-0.0276,0.5274,19.75,-22.95,-29.34,-4.024,-1.61,1.169,10.039,6.399,right_ankle_pitch_joint,1.457,0,0,-1.22,-0.2,1.286,-0.3493,-0.6483,0.4357,0.8058,0.0897,0.491,1.0603,0.3826,-0.0098,1.0138,1.9553,0.231,-0.2766,-0.6393,-0.8411,0.2735,-1.4419,-0.1044,0.0198,-1.2674,1.8431,0.9536,0.0998,-0.2437,-0.1086,-0.6058,-0.1048,0.2373,0.0999,0.1218,-0.417,2.3812,3.9545,1.5119,4.0538,2.0367,-6.0615,0.0456,-5.4396,1.8673,-2.8505,-1.7087,-3.1916,1.481,-2.5776,-6.5804,-0.8355,-2.1386,-0.6025,7.1551,3.7364,-4.6302,0.0878,2.5655,2.0604,-0.3822,-2.3561,-10.0389,-0.8782,-1.5156,3.9493,4.6401,1.3407,1.5031,5.0325,-0.4999,0.7012,0.6518,4.628,-0.6791,-5.5247,-2.7014,-6.3993,-0.6749,-4.0729,-0.5244,-0.6903,-4.8684,5.377,2.5914,-4.2343,-1.0731,1.464,-1.8704,-1.0105,0.2639,-4.6971
